datadate,농산물 부류명,등급코드,등급명,조사단위(kg),시도별 구분,지역명,시장코드,시장명,가격(원)
20171008,식량작물,4.0,상품,20kg,1101.0,서울,110211.0,가락도매,33600.0
20171008,식량작물,4.0,상품,20kg,2100.0,부산,210042.0,엄궁도매,33000.0
20171008,식량작물,4.0,상품,20kg,2200.0,대구,220021.0,북부도매,33000.0
20171008,식량작물,4.0,상품,20kg,2401.0,광주,240123.0,서부도매,34300.0
20171008,식량작물,4.0,상품,20kg,2501.0,대전,250113.0,오정도매,35700.0
20171008,식량작물,5.0,중품,20kg,1101.0,서울,110211.0,가락도매,31600.0
20171008,식량작물,5.0,중품,20kg,2100.0,부산,210042.0,엄궁도매,29000.0
20171008,식량작물,5.0,중품,20kg,2200.0,대구,220021.0,북부도매,28000.0
20171008,식량작물,5.0,중품,20kg,2401.0,광주,240123.0,서부도매,31300.0
20171008,식량작물,5.0,중품,20kg,2501.0,대전,250113.0,오정도매,32700.0
20171009,,,,,,,,,
20171010,,,,,,,,,
20171011,,,,,,,,,
20171012,식량작물,4.0,상품,20kg,1101.0,서울,110211.0,가락도매,33000.0
20171012,식량작물,4.0,상품,20kg,2100.0,부산,210042.0,엄궁도매,32000.0
20171012,식량작물,4.0,상품,20kg,2200.0,대구,220021.0,북부도매,32000.0
20171012,식량작물,4.0,상품,20kg,2401.0,광주,240123.0,서부도매,33300.0
20171012,식량작물,4.0,상품,20kg,2501.0,대전,250113.0,오정도매,34700.0
20171012,식량작물,5.0,중품,20kg,1101.0,서울,110211.0,가락도매,31000.0
20171012,식량작물,5.0,중품,20kg,2100.0,부산,210042.0,엄궁도매,28000.0
20171012,식량작물,5.0,중품,20kg,2200.0,대구,220021.0,북부도매,27000.0
20171012,식량작물,5.0,중품,20kg,2401.0,광주,240123.0,서부도매,30300.0
20171012,식량작물,5.0,중품,20kg,2501.0,대전,250113.0,오정도매,31700.0
20171013,식량작물,4.0,상품,20kg,1101.0,서울,110211.0,가락도매,33000.0
20171013,식량작물,4.0,상품,20kg,2100.0,부산,210042.0,엄궁도매,32000.0
20171013,식량작물,4.0,상품,20kg,2200.0,대구,220021.0,북부도매,32000.0
20171013,식량작물,4.0,상품,20kg,2401.0,광주,240123.0,서부도매,32300.0
20171013,식량작물,4.0,상품,20kg,2501.0,대전,250113.0,오정도매,32500.0
20171013,식량작물,5.0,중품,20kg,1101.0,서울,110211.0,가락도매,31000.0
20171013,식량작물,5.0,중품,20kg,2100.0,부산,210042.0,엄궁도매,28000.0
20171013,식량작물,5.0,중품,20kg,2200.0,대구,220021.0,북부도매,27000.0
20171013,식량작물,5.0,중품,20kg,2401.0,광주,240123.0,서부도매,29300.0
20171013,식량작물,5.0,중품,20kg,2501.0,대전,250113.0,오정도매,29500.0
20171014,식량작물,4.0,상품,20kg,1101.0,서울,110211.0,가락도매,35300.0
20171014,식량작물,4.0,상품,20kg,2100.0,부산,210042.0,엄궁도매,32000.0
20171014,식량작물,4.0,상품,20kg,2200.0,대구,220021.0,북부도매,32000.0
20171014,식량작물,4.0,상품,20kg,2401.0,광주,240123.0,서부도매,32300.0
20171014,식량작물,4.0,상품,20kg,2501.0,대전,250113.0,오정도매,32500.0
20171014,식량작물,5.0,중품,20kg,1101.0,서울,110211.0,가락도매,33300.0
